1,-3.188396,55.944425,260,-3.1884480944533,55.944129557674096,trades.rare.cable
2,-3.1884480944533,55.944129557674096,310,-3.1882552581703942,55.94389974434116,cubs.trucks.help
3,-3.1882552581703942,55.94389974434116,200,-3.18853716595663,55.94379713829816,null
4,-3.18853716595663,55.94379713829816,200,-3.1888190737428657,55.94369453225516,labels.hotels.alert
5,-3.1888190737428657,55.94369453225516,120,-3.1889690737428658,55.94395433987629,null
6,-3.1889690737428658,55.94395433987629,120,-3.189119073742866,55.944214147497426,spoon.invest.every
7,-3.189119073742866,55.944214147497426,220,-3.1893488870758016,55.94402131121452,null
8,-3.1893488870758016,55.94402131121452,220,-3.1895787004087373,55.943828474931614,burn.spot.across
9,-3.1895787004087373,55.943828474931614,280,-3.1895266059554372,55.94353303260571,cars.attend.hotels
10,-3.1895266059554372,55.94353303260571,240,-3.1896766059554373,55.94327322498457,null
11,-3.1896766059554373,55.94327322498457,240,-3.1898266059554374,55.94301341736344,second.launch.miles
12,-3.1898266059554374,55.94301341736344,120,-3.1899766059554375,55.94327322498457,null
13,-3.1899766059554375,55.94327322498457,130,-3.1901694422383433,55.94350303831751,null
14,-3.1901694422383433,55.94350303831751,120,-3.1903194422383434,55.94376284593864,sculpture.shot.melon
15,-3.1903194422383434,55.94376284593864,150,-3.190579249859479,55.94391284593864,null
16,-3.190579249859479,55.94391284593864,150,-3.1908390574806145,55.94406284593864,null
17,-3.1908390574806145,55.94406284593864,160,-3.19112096526685,55.94416545198164,hills.giant.crate
18,-3.19112096526685,55.94416545198164,80,-3.19106887081355,55.94446089430755,null
19,-3.19106887081355,55.94446089430755,90,-3.19106887081355,55.94476089430755,estate.gave.votes
20,-3.19106887081355,55.94476089430755,50,-3.1908760345306444,55.944990707640486,null
21,-3.1908760345306444,55.944990707640486,50,-3.1906831982477386,55.94522052097342,null
22,-3.1906831982477386,55.94522052097342,50,-3.190490361964833,55.94545033430636,null
23,-3.190490361964833,55.94545033430636,50,-3.190297525681927,55.945680147639294,null
24,-3.190297525681927,55.945680147639294,50,-3.1901046893990213,55.94590996097223,love.behind.orchestra
25,-3.1901046893990213,55.94590996097223,330,-3.1898448817778857,55.94575996097223,null
26,-3.1898448817778857,55.94575996097223,330,-3.18958507415675,55.945609960972234,null
27,-3.18958507415675,55.945609960972234,330,-3.1893252665356147,55.94545996097224,null
28,-3.1893252665356147,55.94545996097224,330,-3.189065458914479,55.94530996097224,null
29,-3.189065458914479,55.94530996097224,340,-3.1887835511282434,55.94520735492924,rooms.lamp.teach
30,-3.1887835511282434,55.94520735492924,60,-3.1886335511282433,55.94546716255037,null
31,-3.1886335511282433,55.94546716255037,60,-3.188483551128243,55.945726970171506,bend.tubes.chops
32,-3.188483551128243,55.945726970171506,0,-3.188183551128243,55.945726970171506,null
33,-3.188183551128243,55.945726970171506,0,-3.187883551128243,55.945726970171506,null
34,-3.187883551128243,55.945726970171506,350,-3.187588108802339,55.945674875718204,null
35,-3.187588108802339,55.945674875718204,0,-3.187288108802339,55.945674875718204,diner.leaves.mutual
36,-3.187288108802339,55.945674875718204,330,-3.1870283011812033,55.945524875718206,spent.spoon.bolt
37,-3.1870283011812033,55.945524875718206,20,-3.1867463933949676,55.94562748176121,hidden.handle.softly
38,-3.1867463933949676,55.94562748176121,270,-3.1867463933949676,55.945327481761204,dragon.bottle.crisp
39,-3.1867463933949676,55.945327481761204,0,-3.1864463933949674,55.945327481761204,null
40,-3.1864463933949674,55.945327481761204,270,-3.1864463933949674,55.9450274817612,null
41,-3.1864463933949674,55.9450274817612,280,-3.1863942989416674,55.944732039435294,rated.fired.crowds
42,-3.1863942989416674,55.944732039435294,200,-3.186676206727903,55.94462943339229,artist.gets.react
43,-3.186676206727903,55.94462943339229,0,-3.186376206727903,55.94462943339229,null
44,-3.186376206727903,55.94462943339229,310,-3.186183370444997,55.94439962005936,organs.shape.fantastic
45,-3.186183370444997,55.94439962005936,290,-3.1860807644019995,55.94411771227312,null
46,-3.1860807644019995,55.94411771227312,300,-3.1859307644019994,55.943857904651985,null
47,-3.1859307644019994,55.943857904651985,290,-3.185828158359002,55.943575996865746,record.sofa.sock
48,-3.185828158359002,55.943575996865746,290,-3.185725552316004,55.94329408907951,null
49,-3.185725552316004,55.94329408907951,290,-3.1856229462730066,55.94301218129327,toned.deflection.bland
50,-3.1856229462730066,55.94301218129327,290,-3.185520340230009,55.94273027350703,dent.shins.cycle
51,-3.185520340230009,55.94273027350703,30,-3.1852605326088734,55.94288027350703,null
52,-3.1852605326088734,55.94288027350703,30,-3.185000724987738,55.94303027350703,null
53,-3.185000724987738,55.94303027350703,40,-3.184770911654802,55.94322310978993,brings.remedy.latter
54,-3.184770911654802,55.94322310978993,130,-3.184963747937708,55.94345292312287,sentences.sings.modern
55,-3.184963747937708,55.94345292312287,130,-3.1851565842206138,55.943682736455806,hello.love.keys
56,-3.1851565842206138,55.943682736455806,20,-3.184874676434378,55.943785342498806,null
57,-3.184874676434378,55.943785342498806,20,-3.1845927686481423,55.94388794854181,rider.mile.lime
58,-3.1845927686481423,55.94388794854181,90,-3.1845927686481423,55.94418794854181,null
59,-3.1845927686481423,55.94418794854181,90,-3.1845927686481423,55.94448794854181,null
60,-3.1845927686481423,55.94448794854181,80,-3.1845406741948423,55.94478339086772,null
61,-3.1845406741948423,55.94478339086772,90,-3.1845406741948423,55.94508339086772,null
62,-3.1845406741948423,55.94508339086772,80,-3.1844885797415423,55.94537883319363,settle.title.united
63,-3.1844885797415423,55.94537883319363,140,-3.184718393074478,55.945571669476536,null
64,-3.184718393074478,55.945571669476536,140,-3.1849482064074137,55.94576450575944,rider.aura.bulb
65,-3.1849482064074137,55.94576450575944,160,-3.1852301141936494,55.94586711180244,null
66,-3.1852301141936494,55.94586711180244,160,-3.185512021979885,55.94596971784544,null
67,-3.185512021979885,55.94596971784544,170,-3.185807464305789,55.946021812298746,renew.slows.basket
68,-3.185807464305789,55.946021812298746,250,-3.1859100703487866,55.94573990451251,null
69,-3.1859100703487866,55.94573990451251,250,-3.186012676391784,55.94545799672627,null
70,-3.186012676391784,55.94545799672627,250,-3.186115282434782,55.94517608894003,null
